Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,Power
0.0,299.4,308.7,1446.0,62.9,134.0,1.0,90953.4
0.0,297.5,308.6,1694.0,27.1,36.0,0.0,45907.4
0.0,302.6,310.5,1748.0,28.2,2.0,0.0,49293.6
0.0,300.8,311.4,1322.0,67.2,18.0,1.0,88838.40000000001
2.0,296.6,307.7,1386.0,62.3,100.0,1.0,86347.8
0.0,303.0,311.2,1374.0,48.2,65.0,1.0,66226.8
1.0,298.4,310.1,1335.0,57.8,96.0,0.0,77163.0
0.0,299.2,309.0,1515.0,48.9,228.0,1.0,74083.5
0.0,302.1,310.7,1325.0,45.1,208.0,1.0,59757.5
0.0,298.9,309.8,1287.0,61.9,216.0,1.0,79665.3
0.0,301.9,310.5,1340.0,55.7,204.0,1.0,74638.0
0.0,300.4,311.2,1705.0,28.7,20.0,0.0,48933.5
0.0,297.0,307.8,1316.0,61.2,200.0,1.0,80539.2
0.0,302.3,310.1,1353.0,50.9,36.0,1.0,68867.7
0.0,298.7,309.8,1469.0,38.4,62.0,0.0,56409.6
0.0,302.5,310.2,1307.0,54.0,86.0,1.0,70578.0
0.0,298.9,309.0,1410.0,65.7,191.0,1.0,92637.0
0.0,302.0,311.1,1635.0,36.0,23.0,0.0,58860.0
1.0,302.0,310.4,1212.0,55.6,79.0,1.0,67387.2
0.0,301.2,311.6,1461.0,52.9,208.0,1.0,77286.9
0.0,300.3,311.7,1545.0,43.5,160.0,1.0,67207.5
0.0,298.4,308.8,1352.0,56.7,24.0,0.0,76658.40000000001
0.0,296.4,307.4,2833.0,5.6,213.0,1.0,15864.8
0.0,302.7,312.3,1346.0,61.2,170.0,1.0,82375.2
1.0,300.6,310.0,1542.0,33.9,100.0,0.0,52273.799999999996
1.0,300.4,311.8,1553.0,33.1,209.0,1.0,51404.3
0.0,303.4,312.2,1337.0,69.4,52.0,1.0,92787.8
0.0,302.0,311.0,1865.0,22.7,48.0,0.0,42335.5
0.0,300.5,311.9,1383.0,50.5,35.0,0.0,69841.5
1.0,302.5,310.4,1509.0,37.6,45.0,0.0,56738.4
1.0,300.5,309.8,1508.0,37.8,150.0,0.0,57002.399999999994
2.0,301.6,310.4,1369.0,45.4,156.0,0.0,62152.6
0.0,300.8,312.5,1434.0,50.7,121.0,0.0,72703.8
1.0,300.3,311.2,1381.0,65.2,136.0,1.0,90041.2
0.0,299.3,308.6,1384.0,53.6,218.0,1.0,74182.40000000001
0.0,303.4,311.9,1377.0,41.6,34.0,1.0,57283.200000000004
0.0,299.0,310.2,1377.0,62.5,92.0,1.0,86062.5
0.0,297.1,308.5,1323.0,44.4,207.0,1.0,58741.2
0.0,299.6,310.7,1922.0,23.3,205.0,1.0,44782.6
2.0,296.9,307.8,1549.0,35.8,206.0,1.0,55454.2
1.0,301.8,310.1,2372.0,13.9,205.0,1.0,32970.8
0.0,299.2,310.7,1737.0,27.0,225.0,1.0,46899.0
1.0,303.4,311.7,1353.0,44.1,192.0,1.0,59667.3
0.0,301.2,311.6,1461.0,52.9,208.0,1.0,77286.9
0.0,297.0,307.8,1583.0,37.2,189.0,0.0,58887.600000000006
2.0,300.0,311.4,1641.0,34.5,155.0,0.0,56614.5
1.0,303.0,311.0,1409.0,41.7,120.0,0.0,58755.3
1.0,297.6,307.1,1526.0,39.1,39.0,0.0,59666.6
1.0,300.8,309.9,1444.0,46.0,180.0,0.0,66424.0
0.0,302.1,311.2,1454.0,59.2,153.0,1.0,86076.8
0.0,300.4,311.7,1513.0,40.0,51.0,0.0,60520.0
0.0,301.3,310.6,1436.0,44.2,76.0,0.0,63471.200000000004
0.0,299.6,309.5,1570.0,35.5,189.0,1.0,55735.0
0.0,298.9,309.0,1410.0,65.7,191.0,1.0,92637.0
1.0,300.8,309.4,1342.0,62.4,113.0,1.0,83740.8
1.0,301.9,310.9,1641.0,33.2,3.0,0.0,54481.200000000004
0.0,302.7,312.4,1477.0,46.3,251.0,1.0,68385.09999999999
2.0,297.9,307.4,1604.0,36.1,225.0,1.0,57904.4
1.0,301.7,309.8,1284.0,68.2,111.0,1.0,87568.8
0.0,297.3,308.1,1615.0,35.4,217.0,1.0,57171.0
0.0,302.8,310.6,1404.0,43.2,203.0,0.0,60652.8
2.0,304.0,313.2,1271.0,68.6,161.0,1.0,87190.59999999999
0.0,297.3,308.2,1601.0,35.7,9.0,0.0,57155.700000000004
0.0,302.0,311.2,1270.0,65.3,182.0,1.0,82931.0
0.0,301.7,311.0,1441.0,44.3,208.0,1.0,63836.299999999996
0.0,298.7,309.8,1354.0,53.3,212.0,1.0,72168.2
1.0,301.5,310.8,1628.0,36.4,167.0,0.0,59259.2
0.0,302.4,310.2,1331.0,45.5,53.0,1.0,60560.5
0.0,301.2,311.0,1596.0,37.2,219.0,0.0,59371.200000000004
0.0,298.5,309.4,1548.0,37.7,43.0,0.0,58359.600000000006
0.0,298.8,310.6,1602.0,39.1,211.0,0.0,62638.200000000004
0.0,298.0,308.2,1365.0,52.9,218.0,1.0,72208.5
0.0,298.9,309.9,1373.0,52.1,108.0,0.0,71533.3
1.0,296.7,307.8,1258.0,69.0,105.0,1.0,86802.0
0.0,300.6,309.6,1411.0,41.6,140.0,0.0,58697.6
0.0,298.0,308.5,1429.0,37.7,220.0,1.0,53873.3
1.0,302.6,311.6,1227.0,68.2,187.0,1.0,83681.40000000001
1.0,300.3,311.7,1723.0,28.3,193.0,0.0,48760.9
0.0,298.1,308.2,1485.0,40.7,57.0,0.0,60439.50000000001
1.0,300.7,310.6,1474.0,37.0,33.0,0.0,54538.0
0.0,298.7,309.8,1354.0,53.3,212.0,1.0,72168.2
0.0,302.6,310.9,1331.0,52.0,154.0,1.0,69212.0
0.0,299.1,308.8,1320.0,67.5,20.0,1.0,89100.0
0.0,300.4,311.7,1459.0,45.6,3.0,0.0,66530.40000000001
1.0,302.0,310.6,1479.0,40.5,24.0,0.0,59899.5
2.0,300.2,311.5,1515.0,36.8,27.0,0.0,55751.99999999999
1.0,301.3,310.4,2093.0,18.7,190.0,0.0,39139.1
1.0,301.9,310.9,2305.0,16.1,42.0,0.0,37110.5
0.0,300.8,312.5,1423.0,47.3,123.0,0.0,67307.9
1.0,300.7,310.6,1407.0,42.4,218.0,0.0,59656.799999999996
0.0,301.9,310.5,1340.0,55.7,204.0,1.0,74638.0
0.0,301.2,310.6,1389.0,45.3,64.0,0.0,62921.7
1.0,297.5,309.2,1347.0,55.8,188.0,0.0,75162.59999999999
0.0,299.6,310.9,1229.0,65.2,209.0,1.0,80130.8
0.0,302.2,311.3,1530.0,37.3,207.0,1.0,57068.99999999999
0.0,299.5,309.4,1390.0,58.8,195.0,1.0,81732.0
1.0,302.7,310.6,1349.0,51.2,6.0,1.0,69068.8
0.0,301.0,311.2,1363.0,46.3,62.0,0.0,63106.899999999994
0.0,302.3,310.1,1321.0,52.7,134.0,1.0,69616.7
0.0,299.5,310.8,1873.0,22.3,211.0,0.0,41767.9
1.0,302.2,311.7,1393.0,42.5,53.0,0.0,59202.5
1.0,302.3,310.9,1360.0,44.0,67.0,1.0,59840.0
1.0,298.7,310.1,1368.0,56.8,72.0,0.0,77702.4
0.0,303.1,312.4,1404.0,61.5,127.0,1.0,86346.0
2.0,301.6,310.8,1435.0,47.2,152.0,0.0,67732.0
0.0,300.8,312.4,1465.0,59.1,91.0,1.0,86581.5
1.0,298.8,308.4,1604.0,29.5,14.0,0.0,47318.0
0.0,304.0,313.0,1407.0,42.1,5.0,0.0,59234.700000000004
0.0,298.3,307.7,1465.0,49.4,109.0,0.0,72371.0
1.0,298.0,308.7,1377.0,48.5,181.0,0.0,66784.5
2.0,296.9,307.9,1547.0,32.6,79.0,0.0,50432.200000000004
1.0,299.5,309.1,1420.0,49.5,5.0,0.0,70290.0
1.0,297.7,308.8,1388.0,45.6,190.0,0.0,63292.8
0.0,300.4,311.8,1601.0,36.1,0.0,0.0,57796.100000000006
0.0,301.5,310.7,1686.0,27.9,135.0,0.0,47039.399999999994
0.0,298.9,310.1,1394.0,42.7,179.0,0.0,59523.8
0.0,304.4,313.7,1607.0,33.5,5.0,0.0,53834.5
0.0,297.4,308.1,1729.0,31.7,204.0,0.0,54809.299999999996
0.0,302.3,310.1,1353.0,50.9,36.0,1.0,68867.7
0.0,302.3,310.1,1353.0,50.9,36.0,1.0,68867.7
0.0,298.3,309.0,1657.0,32.2,179.0,0.0,53355.4
1.0,298.0,308.6,1453.0,44.1,165.0,0.0,64077.3
0.0,296.9,307.8,1557.0,38.1,135.0,0.0,59321.700000000004
0.0,295.8,306.4,1325.0,56.2,65.0,0.0,74465.0
0.0,297.2,308.7,1501.0,38.5,86.0,0.0,57788.5
0.0,301.7,311.0,1441.0,44.3,208.0,1.0,63836.299999999996
0.0,301.3,310.6,1440.0,53.8,90.0,0.0,77472.0
1.0,301.4,310.6,1464.0,37.4,74.0,0.0,54753.6
0.0,299.1,308.5,1371.0,55.5,159.0,0.0,76090.5
0.0,303.3,311.3,1350.0,48.1,32.0,1.0,64935.0
0.0,300.0,309.2,1759.0,27.9,5.0,0.0,49076.1
0.0,298.2,308.1,1379.0,62.3,149.0,0.0,85911.7
0.0,297.7,308.5,1373.0,56.7,203.0,1.0,77849.1
0.0,302.0,310.5,1263.0,60.6,90.0,1.0,76537.8
1.0,298.3,308.7,1667.0,28.6,18.0,0.0,47676.200000000004
1.0,302.3,310.9,1360.0,44.0,67.0,1.0,59840.0
0.0,302.3,312.0,1746.0,28.1,167.0,0.0,49062.600000000006
0.0,302.1,310.5,1559.0,36.0,124.0,0.0,56124.0
0.0,302.5,310.2,1307.0,54.0,86.0,1.0,70578.0
0.0,301.0,311.0,1399.0,58.0,190.0,1.0,81142.0
2.0,297.9,307.4,1604.0,36.1,225.0,1.0,57904.4
0.0,303.3,312.7,1643.0,30.7,142.0,0.0,50440.1
0.0,300.7,310.9,1356.0,65.3,66.0,1.0,88546.8
1.0,298.4,308.0,1416.0,38.2,198.0,1.0,54091.200000000004
1.0,302.4,310.3,1375.0,52.5,161.0,1.0,72187.5
1.0,300.3,311.6,1312.0,53.4,151.0,0.0,70060.8
1.0,300.2,309.4,1329.0,53.6,186.0,0.0,71234.40000000001
0.0,301.5,310.9,2760.0,8.0,15.0,1.0,22080.0
2.0,298.6,309.5,1420.0,50.4,82.0,0.0,71568.0
0.0,303.2,311.4,1351.0,53.8,8.0,1.0,72683.8
0.0,297.5,308.6,1546.0,33.8,139.0,0.0,52254.799999999996
0.0,300.7,310.6,1407.0,40.5,87.0,0.0,56983.5
0.0,298.6,309.8,2271.0,16.2,218.0,1.0,36790.2
0.0,302.4,311.1,1520.0,42.2,143.0,0.0,64144.00000000001
0.0,302.2,310.9,1531.0,37.5,60.0,0.0,57412.5
0.0,297.1,308.3,1763.0,25.7,139.0,0.0,45309.1
1.0,299.0,310.3,1827.0,28.0,178.0,0.0,51156.0
1.0,299.8,310.8,1463.0,43.5,156.0,0.0,63640.5
2.0,303.7,311.9,1332.0,52.7,66.0,1.0,70196.40000000001
0.0,298.2,308.6,1353.0,54.1,38.0,0.0,73197.3
0.0,300.1,310.1,1380.0,52.6,59.0,0.0,72588.0
0.0,300.1,311.3,2579.0,12.5,64.0,1.0,32237.5
0.0,303.0,311.2,1374.0,48.2,65.0,1.0,66226.8
1.0,298.7,310.1,1402.0,69.7,64.0,1.0,97719.40000000001
0.0,302.4,310.9,1349.0,46.1,148.0,1.0,62188.9
0.0,299.0,310.4,1371.0,53.8,228.0,1.0,73759.8
1.0,301.8,311.3,1624.0,31.6,145.0,0.0,51318.4
0.0,303.3,311.4,1497.0,46.0,234.0,1.0,68862.0
2.0,302.4,311.9,1366.0,47.3,162.0,0.0,64611.799999999996
0.0,303.5,312.8,1607.0,38.4,92.0,0.0,61708.799999999996
2.0,301.6,310.5,1602.0,32.3,2.0,1.0,51744.6
0.0,297.8,309.0,1403.0,64.2,0.0,1.0,90072.6
0.0,300.7,310.2,1569.0,32.8,31.0,0.0,51463.2
2.0,300.4,310.7,1656.0,36.3,127.0,0.0,60112.799999999996
2.0,299.8,311.3,1785.0,25.4,139.0,0.0,45339.0
0.0,300.8,312.4,1465.0,59.1,91.0,1.0,86581.5
0.0,299.2,309.1,1605.0,34.3,107.0,0.0,55051.49999999999
1.0,301.3,310.7,1819.0,25.5,46.0,0.0,46384.5
0.0,303.6,312.0,1309.0,52.9,86.0,1.0,69246.09999999999
0.0,298.4,308.3,1433.0,62.3,20.0,1.0,89275.9
0.0,298.6,309.8,1505.0,45.7,144.0,1.0,68778.5
1.0,302.6,311.0,1329.0,48.6,111.0,1.0,64589.4
1.0,297.9,307.6,1609.0,30.3,64.0,0.0,48752.700000000004
0.0,297.5,308.4,1441.0,44.5,4.0,0.0,64124.5
1.0,302.4,310.1,1358.0,54.6,61.0,1.0,74146.8
0.0,298.0,308.0,1401.0,54.7,65.0,0.0,76634.7
0.0,297.2,308.6,1864.0,23.6,103.0,0.0,43990.4
0.0,303.5,312.0,1366.0,54.5,30.0,1.0,74447.0
1.0,303.2,311.5,1336.0,58.2,2.0,1.0,77755.2
1.0,302.2,310.6,1355.0,51.5,126.0,1.0,69782.5
0.0,297.8,307.8,1563.0,34.3,53.0,0.0,53610.899999999994
0.0,301.3,311.1,1504.0,39.1,2.0,0.0,58806.4
0.0,299.2,309.1,1345.0,60.7,191.0,1.0,81641.5
0.0,297.8,309.0,1403.0,64.2,0.0,1.0,90072.6
1.0,302.2,310.6,1355.0,51.5,126.0,1.0,69782.5
1.0,298.7,310.1,1402.0,69.7,64.0,1.0,97719.40000000001
1.0,298.9,310.1,1469.0,53.2,189.0,0.0,78150.8
0.0,300.4,309.6,1386.0,56.9,170.0,0.0,78863.4
1.0,300.8,309.4,1342.0,62.4,113.0,1.0,83740.8
0.0,297.4,308.4,1369.0,50.6,220.0,1.0,69271.40000000001
0.0,296.8,308.1,1289.0,62.0,199.0,1.0,79918.0
0.0,297.4,308.2,1419.0,50.0,52.0,0.0,70950.0
0.0,297.8,309.0,1403.0,64.2,0.0,1.0,90072.6
0.0,298.4,309.5,2153.0,15.3,98.0,1.0,32940.9
0.0,297.0,307.8,1385.0,56.4,202.0,1.0,78114.0
1.0,303.4,311.4,1307.0,54.0,44.0,1.0,70578.0
0.0,301.7,310.9,1405.0,46.4,207.0,1.0,65192.0
1.0,300.8,310.3,1868.0,24.5,95.0,0.0,45766.0
0.0,299.0,310.4,1371.0,53.8,228.0,1.0,73759.8
0.0,303.4,311.8,1401.0,53.0,208.0,1.0,74253.0
0.0,302.4,311.0,1338.0,67.6,194.0,1.0,90448.79999999999
1.0,298.3,307.9,1609.0,32.4,151.0,0.0,52131.6
0.0,299.0,310.4,1371.0,53.8,228.0,1.0,73759.8
1.0,303.4,311.4,1307.0,54.0,44.0,1.0,70578.0
0.0,303.4,311.8,1306.0,61.0,215.0,1.0,79666.0
1.0,297.2,308.1,1340.0,61.3,207.0,1.0,82142.0
1.0,299.6,309.2,1867.0,23.4,225.0,1.0,43687.799999999996
1.0,298.2,308.5,2678.0,10.7,86.0,1.0,28654.6
2.0,300.4,311.4,1445.0,52.4,105.0,0.0,75718.0
0.0,298.8,308.6,1331.0,62.8,81.0,0.0,83586.8
0.0,298.0,308.9,1578.0,35.6,153.0,0.0,56176.8
0.0,301.1,312.3,1595.0,31.9,134.0,0.0,50880.5
1.0,301.7,311.1,1578.0,40.5,174.0,0.0,63909.0
0.0,299.2,308.4,1350.0,51.3,96.0,0.0,69255.0
0.0,302.0,310.4,1357.0,58.0,108.0,1.0,78706.0
1.0,298.1,307.7,1435.0,40.9,147.0,0.0,58691.5
0.0,297.4,308.5,1399.0,61.5,61.0,1.0,86038.5
0.0,297.4,308.5,1399.0,61.5,61.0,1.0,86038.5
1.0,298.1,308.9,1417.0,39.2,65.0,0.0,55546.4
0.0,300.8,311.9,1498.0,39.3,23.0,0.0,58871.399999999994
1.0,302.4,310.3,1378.0,54.3,165.0,1.0,74825.4
1.0,297.0,308.3,1399.0,46.4,132.0,1.0,64913.6
0.0,298.0,308.2,1365.0,52.9,218.0,1.0,72208.5
0.0,299.1,310.1,1435.0,48.8,229.0,1.0,70028.0
0.0,300.4,311.8,1272.0,59.2,198.0,1.0,75302.40000000001
0.0,301.3,310.4,1440.0,41.5,197.0,0.0,59760.0
1.0,303.7,312.4,1631.0,28.5,132.0,0.0,46483.5
2.0,296.9,307.8,1549.0,35.8,206.0,1.0,55454.2
1.0,303.7,312.0,2663.0,11.4,71.0,1.0,30358.2
1.0,298.1,308.9,1335.0,50.4,110.0,0.0,67284.0
0.0,298.0,307.7,1430.0,47.3,49.0,0.0,67639.0
0.0,301.6,310.1,1362.0,55.8,70.0,1.0,75999.59999999999
0.0,300.7,309.6,1810.0,26.0,195.0,0.0,47060.0
0.0,301.8,310.3,1341.0,50.5,64.0,1.0,67720.5
0.0,299.2,308.4,1465.0,35.0,201.0,0.0,51275.0
1.0,296.7,307.8,1258.0,69.0,105.0,1.0,86802.0
0.0,300.1,311.4,1604.0,35.0,191.0,0.0,56140.0
0.0,300.7,311.0,1413.0,52.0,91.0,1.0,73476.0
0.0,300.6,310.0,1313.0,52.9,93.0,0.0,69457.7
1.0,299.3,308.4,1542.0,37.5,203.0,1.0,57825.0
0.0,303.2,311.4,1349.0,51.1,9.0,1.0,68933.90000000001
1.0,303.4,311.8,1316.0,50.9,69.0,1.0,66984.4
0.0,299.8,309.4,1630.0,32.4,53.0,0.0,52812.0
1.0,298.1,308.8,1434.0,41.8,93.0,0.0,59941.2
0.0,300.6,311.8,1501.0,44.8,226.0,0.0,67244.8
0.0,296.4,307.4,1403.0,48.4,70.0,0.0,67905.2
0.0,300.5,311.6,1575.0,32.5,168.0,0.0,51187.5
0.0,299.3,308.8,1647.0,32.9,172.0,0.0,54186.299999999996
0.0,300.8,310.6,1577.0,37.9,227.0,1.0,59768.299999999996
1.0,300.7,311.7,1412.0,49.1,219.0,0.0,69329.2
0.0,303.9,313.1,1665.0,29.6,0.0,0.0,49284.0
0.0,299.9,310.2,1288.0,69.6,62.0,1.0,89644.79999999999
0.0,298.3,307.9,1703.0,28.9,147.0,0.0,49216.7
1.0,302.9,312.5,1903.0,21.2,23.0,0.0,40343.6
2.0,298.3,309.5,1521.0,37.1,84.0,0.0,56429.1
1.0,300.4,309.8,1725.0,30.4,195.0,0.0,52440.0
0.0,299.4,309.0,1660.0,28.4,139.0,0.0,47144.0
1.0,301.5,310.5,1503.0,38.2,200.0,0.0,57414.600000000006
0.0,301.4,310.8,1770.0,24.1,112.0,0.0,42657.0
2.0,300.7,312.3,1446.0,45.4,86.0,0.0,65648.4
0.0,299.2,310.3,1352.0,48.9,238.0,1.0,66112.8
1.0,301.5,310.8,1385.0,47.5,30.0,0.0,65787.5
0.0,295.6,306.2,1263.0,61.8,27.0,0.0,78053.4
1.0,300.3,311.2,1381.0,65.2,136.0,1.0,90041.2
0.0,299.2,310.7,1737.0,27.0,225.0,1.0,46899.0
0.0,298.4,308.3,1433.0,62.3,20.0,1.0,89275.9
2.0,300.5,309.9,1397.0,45.9,210.0,1.0,64122.299999999996
1.0,299.7,309.3,1399.0,41.9,221.0,1.0,58618.1
0.0,301.2,311.1,1550.0,39.7,20.0,0.0,61535.00000000001
0.0,301.0,311.3,1472.0,35.3,73.0,0.0,51961.6
1.0,300.4,311.7,1832.0,24.2,179.0,0.0,44334.4
1.0,301.4,310.7,1368.0,63.7,92.0,1.0,87141.6
0.0,302.4,310.2,1331.0,45.5,53.0,1.0,60560.5
0.0,301.8,310.7,1644.0,33.4,68.0,0.0,54909.6
0.0,302.0,310.4,1357.0,58.0,108.0,1.0,78706.0
1.0,302.4,310.5,1372.0,45.7,144.0,1.0,62700.4
0.0,303.4,311.8,1366.0,50.9,200.0,1.0,69529.4
0.0,300.6,310.3,1414.0,50.6,25.0,0.0,71548.40000000001
0.0,302.6,311.6,1453.0,37.0,135.0,0.0,53761.0
1.0,296.8,307.5,1516.0,36.7,135.0,0.0,55637.200000000004
0.0,295.6,306.1,1372.0,55.6,215.0,1.0,76283.2
1.0,302.1,310.0,1355.0,45.1,6.0,1.0,61110.5
0.0,298.2,307.6,1511.0,31.0,209.0,1.0,46841.0
0.0,301.7,309.9,1317.0,49.0,187.0,1.0,64533.0
1.0,298.0,307.5,1427.0,45.1,95.0,0.0,64357.700000000004
1.0,299.2,310.6,1443.0,50.9,85.0,0.0,73448.7
0.0,297.1,307.9,1507.0,38.3,170.0,0.0,57718.1
1.0,300.1,309.3,1443.0,50.3,196.0,0.0,72582.9
0.0,299.0,309.0,1544.0,31.8,25.0,0.0,49099.200000000004
2.0,296.6,307.7,1386.0,62.3,100.0,1.0,86347.8
0.0,298.3,308.1,1412.0,52.3,218.0,1.0,73847.59999999999
0.0,301.6,310.1,1362.0,55.8,70.0,1.0,75999.59999999999
1.0,300.2,309.4,1433.0,48.8,191.0,0.0,69930.4
1.0,297.5,308.6,1327.0,52.1,24.0,0.0,69136.7
0.0,299.0,310.2,1490.0,41.1,54.0,0.0,61239.0
0.0,303.3,311.6,1301.0,45.1,219.0,1.0,58675.1
0.0,300.7,310.9,1356.0,65.3,66.0,1.0,88546.8
1.0,301.5,310.4,2639.0,12.0,21.0,1.0,31668.0
0.0,298.4,309.5,1520.0,38.1,106.0,0.0,57912.0
0.0,302.6,311.0,1369.0,60.0,93.0,1.0,82140.0
1.0,303.9,313.2,1422.0,48.0,215.0,1.0,68256.0
0.0,301.0,311.0,1402.0,55.3,98.0,0.0,77530.59999999999
0.0,302.6,311.0,1284.0,68.0,114.0,1.0,87312.0
1.0,298.2,309.0,1353.0,50.3,150.0,0.0,68055.9
0.0,299.6,308.9,1422.0,53.2,120.0,0.0,75650.40000000001
0.0,300.4,311.6,1200.0,76.6,3.0,1.0,91920.0
2.0,300.2,309.6,1442.0,49.2,61.0,0.0,70946.40000000001
0.0,297.4,308.1,1435.0,45.7,110.0,0.0,65579.5
1.0,302.4,310.1,1379.0,48.9,107.0,1.0,67433.09999999999
0.0,297.9,307.8,1397.0,45.0,104.0,0.0,62865.0
2.0,302.0,309.8,1280.0,57.3,147.0,1.0,73344.0
1.0,304.3,313.5,1416.0,48.1,167.0,0.0,68109.6
0.0,298.0,309.2,1458.0,39.8,87.0,0.0,58028.399999999994
0.0,301.2,310.3,1497.0,45.7,76.0,0.0,68412.90000000001
1.0,302.1,310.7,1376.0,46.3,210.0,1.0,63708.799999999996
0.0,297.6,308.6,1529.0,45.3,15.0,0.0,69263.7
1.0,302.3,311.5,1445.0,44.8,65.0,0.0,64735.99999999999
0.0,300.1,309.6,1546.0,36.7,77.0,0.0,56738.200000000004
0.0,298.9,308.5,1467.0,44.7,136.0,0.0,65574.90000000001
2.0,302.8,312.4,1411.0,53.8,246.0,1.0,75911.8
0.0,302.7,312.4,1477.0,46.3,251.0,1.0,68385.09999999999
2.0,301.4,310.4,1610.0,38.6,16.0,0.0,62146.0
0.0,301.0,310.7,1300.0,57.2,174.0,0.0,74360.0
0.0,301.0,311.0,1399.0,58.0,190.0,1.0,81142.0
1.0,301.1,310.7,2636.0,12.2,100.0,1.0,32159.199999999997
0.0,302.3,310.9,1379.0,49.3,34.0,1.0,67984.7
0.0,298.6,309.8,2271.0,16.2,218.0,1.0,36790.2
0.0,299.5,310.7,1438.0,45.7,106.0,0.0,65716.6
0.0,301.9,310.9,1567.0,39.0,214.0,1.0,61113.0
2.0,302.6,311.5,1629.0,34.4,228.0,1.0,56037.6
0.0,297.6,308.7,1622.0,37.9,79.0,0.0,61473.799999999996
1.0,299.2,308.9,1447.0,39.6,22.0,0.0,57301.200000000004
0.0,302.8,312.1,1441.0,52.1,79.0,0.0,75076.1
0.0,302.0,310.9,1378.0,53.1,212.0,1.0,73171.8
0.0,303.2,311.4,1238.0,54.6,226.0,1.0,67594.8
2.0,296.9,307.8,1549.0,35.8,206.0,1.0,55454.2
0.0,300.6,309.5,1576.0,38.8,124.0,0.0,61148.799999999996
1.0,299.2,308.4,1415.0,43.5,53.0,0.0,61552.5
2.0,301.9,311.0,1672.0,29.9,13.0,0.0,49992.799999999996
0.0,297.4,309.4,1466.0,45.5,53.0,0.0,66703.0
0.0,302.3,310.1,1487.0,46.0,184.0,0.0,68402.0
0.0,302.8,312.2,1509.0,36.5,52.0,1.0,55078.5
1.0,303.0,311.1,1372.0,54.3,117.0,1.0,74499.59999999999
0.0,300.4,311.2,1406.0,43.6,22.0,0.0,61301.6
0.0,300.4,311.8,1272.0,59.2,198.0,1.0,75302.40000000001
1.0,300.1,309.7,1348.0,57.3,48.0,0.0,77240.4
0.0,297.6,308.6,1382.0,47.1,11.0,0.0,65092.200000000004
0.0,297.4,308.3,1801.0,26.9,11.0,0.0,48446.899999999994
0.0,298.0,308.3,1362.0,56.8,216.0,1.0,77361.59999999999
1.0,302.4,310.1,1379.0,48.9,107.0,1.0,67433.09999999999
2.0,302.7,310.4,1305.0,55.2,20.0,1.0,72036.0
0.0,300.9,311.4,2073.0,21.4,105.0,0.0,44362.2
1.0,302.4,310.3,1378.0,54.3,165.0,1.0,74825.4
2.0,300.9,312.0,2129.0,17.8,173.0,0.0,37896.200000000004
0.0,295.6,306.3,1911.0,20.9,74.0,0.0,39939.899999999994
0.0,297.7,308.5,1373.0,56.7,203.0,1.0,77849.1
0.0,300.7,311.9,1335.0,57.1,194.0,1.0,76228.5
0.0,299.1,308.8,1320.0,67.5,20.0,1.0,89100.0
0.0,297.7,308.5,1373.0,56.7,203.0,1.0,77849.1
0.0,301.7,310.6,1406.0,46.0,112.0,0.0,64676.0
0.0,302.3,310.9,1379.0,49.3,34.0,1.0,67984.7
1.0,297.4,308.0,1601.0,34.6,181.0,0.0,55394.600000000006
0.0,301.0,312.3,1488.0,42.6,107.0,0.0,63388.8
0.0,298.9,310.0,1452.0,48.9,185.0,0.0,71002.8
2.0,303.7,311.9,1332.0,52.7,66.0,1.0,70196.40000000001
2.0,297.9,309.1,1435.0,44.7,8.0,0.0,64144.50000000001
0.0,298.1,308.4,1592.0,38.2,211.0,0.0,60814.4
1.0,299.8,309.4,1751.0,27.0,173.0,0.0,47277.0
2.0,299.0,310.3,1658.0,27.6,69.0,0.0,45760.8
1.0,301.8,310.1,2372.0,13.9,205.0,1.0,32970.8
0.0,301.4,309.9,1259.0,63.9,20.0,1.0,80450.09999999999
2.0,302.7,310.4,1305.0,55.2,20.0,1.0,72036.0
0.0,299.3,308.9,1258.0,69.4,119.0,1.0,87305.20000000001
1.0,297.6,308.5,1552.0,40.9,90.0,0.0,63476.799999999996
0.0,300.4,311.8,1272.0,59.2,198.0,1.0,75302.40000000001
0.0,300.7,310.4,1416.0,61.8,209.0,1.0,87508.8
0.0,296.6,307.5,1557.0,35.1,60.0,0.0,54650.700000000004
0.0,301.5,310.5,1372.0,44.0,203.0,0.0,60368.0
0.0,299.1,309.8,1398.0,55.4,217.0,1.0,77449.2
2.0,298.3,307.9,1420.0,39.2,176.0,0.0,55664.00000000001
0.0,296.9,307.5,2721.0,9.3,18.0,1.0,25305.300000000003
0.0,299.1,310.2,1317.0,54.8,231.0,1.0,72171.59999999999
0.0,298.0,308.3,1362.0,56.8,216.0,1.0,77361.59999999999
0.0,301.9,310.5,1892.0,21.8,177.0,0.0,41245.6
1.0,302.0,311.0,1980.0,21.5,20.0,0.0,42570.0
0.0,300.8,310.6,1577.0,37.9,227.0,1.0,59768.299999999996
1.0,300.7,311.1,1608.0,35.3,167.0,0.0,56762.399999999994
0.0,297.3,308.2,1396.0,52.7,212.0,1.0,73569.2
0.0,302.3,310.1,1353.0,50.9,36.0,1.0,68867.7
0.0,301.9,310.6,1331.0,68.6,85.0,1.0,91306.59999999999
0.0,298.3,309.3,1337.0,56.1,206.0,1.0,75005.7
